wave,gender,age,age_of_partner,race,partner_race,samerace,importance_same_race,importance_same_religion,attractiveness_rating_by_partner,sincerity_rating_by_partner,intelligence_rating_by_partner,humor_rating_by_partner,ambition_rating_by_partner,self_attractiveness_rating,self_sincerity_rating,self_intelligence_rating,self_humor_rating,self_ambition_rating,partner_attractiveness_rating,partner_sincerity_rating,partner_intelligence_rating,partner_humor_rating,partner_ambition_rating,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,like,match
22,female,33,34,Other,European/Caucasian-American,TRUE,7,6,4,8,2,6,6,8,1,6,3,7,1,6,4,4,4,3,9,6,6,6,8,2,9,5,4,3,5,2,3,10,4,6,2,TRUE
22,female,47,46,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,FALSE,7,7,8,3,2,10,2,7,1,4,7,4,10,1,3,8,6,5,5,9,1,2,5,11,6,4,3,8,3,1,2,2,6,1,7,FALSE
22,male,29,29,Black/African American,Other,FALSE,5,6,1,1,4,1,5,5,4,2,8,4,7,8,6,2,10,10,5,11,9,5,8,7,1,1,7,2,3,7,9,6,7,5,5,FALSE
22,female,22,22,Other,Asian/Pacific Islander/Asian-American,FALSE,7,7,8,6,7,2,1,6,4,3,10,1,2,6,6,8,10,8,4,3,8,2,2,4,6,6,1,1,7,5,1,6,8,5,10,FALSE
22,male,22,23,Black/African American,Asian/Pacific Islander/Asian-American,TRUE,9,8,6,2,2,3,3,4,10,6,6,4,9,5,1,10,9,7,5,3,10,9,2,6,5,7,7,11,9,3,2,1,11,7,3,TRUE
22,male,49,49,Black/African American,European/Caucasian-American,TRUE,11,2,8,9,5,7,10,9,6,6,4,6,7,6,2,6,4,9,1,5,1,2,4,5,7,2,6,1,5,6,11,8,5,10,7,FALSE
22,female,44,44,European/Caucasian-American,Latino/Hispanic American,FALSE,4,1,6,5,7,2,5,3,5,5,6,2,7,4,2,4,6,10,10,7,8,5,8,4,8,6,3,8,11,3,10,11,5,1,3,FALSE
22,female,40,41,Other,Other,FALSE,2,10,3,5,9,5,7,2,6,6,9,4,1,1,10,3,9,7,10,3,7,4,2,2,1,11,3,2,4,6,10,4,6,1,6,FALSE
22,female,26,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,TRUE,8,8,8,10,8,9,8,7,10,6,3,7,9,7,4,10,9,2,6,4,5,11,4,7,10,2,2,5,4,6,1,7,7,6,4,FALSE
22,female,26,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,TRUE,7,8,5,8,9,10,7,2,7,1,2,9,10,10,9,5,6,4,11,2,6,1,8,5,4,10,1,2,3,9,8,10,5,6,10,TRUE
22,male,20,19,Black/African American,European/Caucasian-American,TRUE,6,8,10,6,7,8,7,6,7,6,5,2,9,9,2,6,5,8,4,9,4,10,3,3,4,5,11,11,8,8,4,9,5,9,2,TRUE
22,male,36,37,Black/African American,Latino/Hispanic American,FALSE,7,10,5,3,3,8,2,8,10,5,7,8,2,4,8,1,3,9,4,10,9,9,8,6,1,1,5,4,10,1,6,2,4,3,9,TRUE
22,male,33,33,Black/African American,Other,TRUE,3,7,7,9,1,2,6,3,10,8,3,6,10,4,1,1,5,7,5,9,9,3,2,8,11,3,7,9,1,7,11,7,1,5,6,TRUE
22,female,33,34,Other,Latino/Hispanic American,TRUE,6,2,6,10,10,1,5,3,9,9,5,8,9,9,8,10,3,5,1,11,10,10,1,11,4,4,7,2,3,11,5,1,7,5,5,TRUE
22,female,20,21,Other,Black/African American,TRUE,10,4,9,4,7,9,9,3,6,6,4,2,2,4,3,3,5,1,4,2,1,8,6,10,7,4,6,4,2,9,8,3,7,1,5,FALSE
22,male,37,37,European/Caucasian-American,Other,TRUE,7,9,7,10,6,10,10,1,8,10,7,1,2,10,5,2,10,9,10,5,9,4,8,10,6,2,11,10,11,2,10,4,6,6,8,TRUE
22,male,41,40,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,7,8,3,4,2,4,4,9,2,4,2,7,8,4,1,1,10,6,3,1,3,11,9,2,4,8,10,5,11,9,7,3,10,4,5,FALSE
22,female,39,38,European/Caucasian-American,Asian/Pacific Islander/Asian-American,TRUE,5,4,5,2,1,9,7,5,8,3,7,9,3,8,1,8,1,2,5,8,2,9,10,11,2,6,6,10,7,6,1,8,2,6,8,TRUE
22,female,41,42,Latino/Hispanic American,Other,FALSE,3,8,9,3,10,7,8,9,9,10,2,9,3,4,6,1,6,11,10,6,4,5,8,10,7,9,11,10,6,3,8,11,2,8,8,TRUE
22,male,18,17,Black/African American,Other,TRUE,2,10,10,4,4,6,6,5,4,1,3,2,7,9,3,10,7,10,5,10,4,2,2,4,8,6,7,5,1,8,4,7,6,8,1,TRUE
22,male,41,42,Black/African American,European/Caucasian-American,FALSE,7,6,2,7,4,10,3,7,5,7,5,4,10,8,8,8,2,10,8,10,9,8,1,3,9,3,8,5,3,7,7,3,9,3,4,FALSE
22,male,37,38,Black/African American,Asian/Pacific Islander/Asian-American,FALSE,4,11,1,3,6,9,5,1,5,5,7,1,6,5,4,5,3,2,1,2,4,4,7,7,9,2,5,10,11,8,3,7,5,9,9,TRUE
22,female,28,28,European/Caucasian-American,Black/African American,FALSE,2,9,8,8,5,10,1,9,2,4,6,7,7,9,6,4,10,10,3,2,5,2,7,10,4,9,1,10,4,8,2,2,7,11,2,FALSE
22,male,34,34,European/Caucasian-American,Latino/Hispanic American,FALSE,8,1,8,8,9,4,8,1,5,9,7,2,6,8,10,8,9,1,5,10,6,6,3,8,3,3,7,2,10,7,1,11,2,4,11,TRUE
22,male,25,25,Black/African American,European/Caucasian-American,TRUE,2,6,2,10,8,1,2,4,9,7,6,4,9,10,9,8,8,4,11,5,4,1,6,8,5,6,2,8,11,1,10,11,6,1,4,FALSE
22,female,21,22,European/Caucasian-American,Latino/Hispanic American,FALSE,6,11,8,2,9,5,10,7,4,10,1,2,2,4,8,8,4,10,3,7,1,8,7,4,6,10,11,11,7,10,5,3,11,9,4,TRUE
22,male,23,23,Other,Black/African American,FALSE,4,4,5,4,10,6,7,9,10,8,5,1,8,4,4,3,8,11,6,9,2,9,9,10,8,2,5,5,3,10,11,7,6,5,1,FALSE
22,male,25,24,Other,Black/African American,TRUE,9,3,2,8,7,6,9,1,3,4,1,7,6,1,10,8,8,2,10,9,3,7,1,2,3,7,7,6,4,10,3,10,10,8,10,FALSE
22,male,37,36,European/Caucasian-American,Other,FALSE,5,5,7,1,9,1,1,6,7,10,7,6,4,4,8,1,6,10,3,11,4,9,3,6,6,1,7,8,11,8,11,5,6,7,10,TRUE
22,female,47,48,Black/African American,Black/African American,FALSE,4,10,7,1,3,7,4,10,8,10,4,2,6,8,7,4,1,11,6,6,5,2,5,3,5,9,9,8,7,5,3,9,6,5,7,FALSE
22,female,20,21,European/Caucasian-American,Latino/Hispanic American,TRUE,8,11,3,4,9,8,7,5,10,8,5,4,6,5,5,5,2,9,8,2,10,11,3,8,7,1,5,10,4,2,8,8,4,8,1,FALSE
22,male,33,33,European/Caucasian-American,Asian/Pacific Islander/Asian-American,FALSE,3,8,1,2,2,5,9,3,6,4,1,3,10,6,7,6,4,2,4,6,10,1,8,3,9,9,6,7,9,2,1,6,5,1,5,TRUE
22,female,47,48,European/Caucasian-American,Asian/Pacific Islander/Asian-American,TRUE,9,11,4,1,9,2,2,10,6,1,8,3,3,4,7,5,4,11,8,1,3,7,10,2,7,11,10,8,6,2,2,4,4,11,8,FALSE
22,male,42,43,Latino/Hispanic American,Other,FALSE,8,10,2,8,6,2,2,2,5,8,4,3,8,5,10,5,2,9,7,11,11,4,6,9,11,1,11,10,2,9,1,3,6,4,4,TRUE
22,male,20,19,Other,Latino/Hispanic American,FALSE,8,6,4,2,4,5,6,1,6,1,3,4,5,10,2,5,9,1,11,11,1,10,2,9,6,1,6,11,11,5,7,6,9,5,5,FALSE
22,female,42,41,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,10,1,8,4,2,7,3,2,9,3,1,1,10,8,7,9,2,7,11,2,11,8,1,9,9,8,1,7,1,3,4,9,5,4,11,TRUE
22,male,46,46,Asian/Pacific Islander/Asian-American,Black/African American,TRUE,5,6,2,3,10,7,4,4,2,7,4,1,4,9,3,10,6,6,4,3,11,3,10,3,10,1,10,10,8,6,3,5,5,6,10,TRUE
22,female,35,36,Latino/Hispanic American,Latino/Hispanic American,FALSE,1,7,1,2,3,4,3,6,10,3,3,7,2,3,8,10,5,6,3,5,8,7,5,2,4,8,7,6,11,9,3,7,3,9,3,TRUE
22,female,49,50,European/Caucasian-American,European/Caucasian-American,TRUE,11,6,3,8,5,3,1,5,3,8,8,5,10,10,8,3,4,2,5,10,8,7,11,4,1,3,10,5,3,11,10,7,11,1,5,FALSE
22,male,31,30,Latino/Hispanic American,Black/African American,FALSE,10,3,10,3,9,9,6,4,1,5,9,3,1,4,9,2,6,1,5,1,4,11,9,2,8,4,7,5,7,9,11,7,7,10,3,FALSE
22,male,35,36,Latino/Hispanic American,European/Caucasian-American,FALSE,9,11,7,9,7,7,2,8,4,3,5,9,7,1,4,10,4,10,7,10,7,10,10,8,6,2,4,8,4,9,3,9,5,11,4,FALSE
22,female,19,18,Black/African American,Other,FALSE,2,9,6,10,3,2,2,7,2,5,9,5,10,5,10,2,9,8,11,5,4,9,9,10,6,6,4,1,3,11,2,2,2,2,11,FALSE
22,female,39,39,Other,Asian/Pacific Islander/Asian-American,FALSE,1,10,6,5,4,1,7,4,6,5,1,10,3,4,3,8,10,8,1,5,3,11,1,1,5,7,11,2,9,10,5,8,9,1,3,TRUE
22,male,20,19,Asian/Pacific Islander/Asian-American,Other,TRUE,6,10,7,9,2,2,5,10,1,8,7,3,3,6,9,5,7,2,9,4,7,4,3,2,10,10,6,1,6,11,1,2,5,7,5,FALSE
22,female,33,34,European/Caucasian-American,Asian/Pacific Islander/Asian-American,TRUE,1,4,8,3,8,3,8,5,8,9,7,9,3,6,9,5,3,4,2,3,6,10,6,6,11,3,3,10,6,4,5,11,7,2,2,FALSE
22,male,46,46,Asian/Pacific Islander/Asian-American,Other,TRUE,10,5,3,5,6,5,2,10,10,6,6,1,10,10,2,6,10,4,9,7,1,1,5,9,3,9,10,7,6,5,10,1,7,9,9,FALSE
22,male,26,25,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,10,5,3,10,3,3,10,5,6,10,4,9,3,6,6,9,4,2,9,11,9,7,4,10,6,3,6,9,3,1,8,10,10,8,3,TRUE
22,female,21,20,Other,European/Caucasian-American,TRUE,10,3,10,6,5,10,8,3,9,3,9,5,2,3,3,7,1,11,3,7,2,10,2,5,1,7,11,7,6,11,7,6,8,10,10,TRUE
22,male,18,18,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,TRUE,7,2,8,9,5,9,7,9,6,2,3,6,6,7,5,5,6,9,7,1,3,6,4,5,7,4,11,9,4,10,11,2,4,1,1,FALSE
22,female,21,21,Asian/Pacific Islander/Asian-American,Black/African American,FALSE,7,8,7,8,1,10,10,5,10,3,1,2,10,3,2,5,2,4,3,7,5,11,5,3,6,5,4,4,2,6,3,5,7,3,5,FALSE
22,male,18,17,Latino/Hispanic American,European/Caucasian-American,TRUE,1,7,10,2,5,4,8,10,7,9,2,8,3,6,4,10,4,4,8,3,3,1,2,8,5,9,10,7,3,2,9,1,3,6,4,FALSE
22,male,31,32,Other,Black/African American,FALSE,10,5,5,2,6,7,3,2,5,7,3,3,1,10,3,9,5,4,8,3,3,9,10,6,3,3,8,10,4,7,11,7,9,11,2,FALSE
22,male,38,37,Black/African American,European/Caucasian-American,FALSE,5,1,4,5,10,4,8,4,8,9,2,1,10,1,2,9,8,5,3,6,8,10,1,10,8,3,5,10,11,4,10,1,8,3,8,FALSE
22,male,33,33,European/Caucasian-American,European/Caucasian-American,TRUE,3,10,6,5,10,3,6,4,8,6,6,7,9,8,6,2,3,10,5,6,4,8,7,2,4,9,8,7,1,4,7,8,10,9,9,TRUE
22,male,37,36,Asian/Pacific Islander/Asian-American,Other,TRUE,11,1,9,5,2,10,2,5,10,8,7,3,6,7,3,7,6,8,7,11,10,10,7,5,9,9,9,10,7,9,1,5,9,10,6,TRUE
22,male,41,41,European/Caucasian-American,Asian/Pacific Islander/Asian-American,FALSE,2,8,6,4,3,1,6,8,9,10,5,4,6,9,4,10,1,4,1,4,2,4,8,4,9,4,4,10,5,1,6,5,2,10,8,FALSE
22,female,49,49,Black/African American,Asian/Pacific Islander/Asian-American,FALSE,11,4,8,8,10,9,5,5,6,9,5,5,10,3,6,1,9,3,3,5,5,5,10,11,5,1,1,2,11,6,4,3,4,2,2,FALSE
22,female,25,26,European/Caucasian-American,European/Caucasian-American,FALSE,5,4,1,5,5,1,3,1,1,3,7,1,9,8,5,4,1,11,1,3,2,8,6,10,11,1,10,2,9,2,6,2,1,6,11,FALSE
22,male,24,24,Black/African American,Latino/Hispanic American,FALSE,5,9,6,1,3,1,1,2,9,7,6,9,2,2,4,2,2,1,2,3,10,2,1,9,7,9,7,8,6,6,3,6,8,2,6,FALSE
22,female,20,20,Latino/Hispanic American,Latino/Hispanic American,TRUE,2,2,2,10,5,1,7,3,3,9,8,7,10,9,4,10,1,2,7,9,11,6,8,4,6,6,7,2,8,7,5,4,4,3,1,FALSE
22,female,34,35,Asian/Pacific Islander/Asian-American,Black/African American,FALSE,6,5,3,5,5,5,2,3,9,2,9,2,9,1,2,9,8,4,7,5,8,10,2,8,6,5,5,1,9,3,3,10,4,10,10,FALSE
22,female,49,49,Black/African American,Black/African American,TRUE,7,6,6,1,8,7,1,10,7,7,2,1,3,10,10,6,4,9,3,1,3,2,3,1,4,10,5,1,6,4,7,4,7,9,3,FALSE
22,female,18,19,European/Caucasian-American,Other,FALSE,1,6,2,4,10,7,1,6,3,5,2,2,3,7,4,4,2,1,6,9,2,11,8,5,10,3,1,1,7,2,5,6,6,9,7,TRUE
22,female,33,34,Asian/Pacific Islander/Asian-American,European/Caucasian-American,TRUE,3,10,4,1,9,10,7,9,9,8,1,3,3,10,8,3,7,6,6,10,3,8,4,9,8,3,3,6,6,7,4,2,3,2,1,TRUE
22,male,29,29,Latino/Hispanic American,Black/African American,FALSE,4,3,6,6,8,1,1,10,7,4,7,3,1,1,5,4,8,6,2,6,3,5,5,3,11,2,1,5,6,9,10,2,8,8,6,FALSE
22,male,44,44,Asian/Pacific Islander/Asian-American,Black/African American,FALSE,2,10,5,6,3,6,9,1,7,1,4,8,10,6,10,2,9,10,9,9,1,10,9,11,11,7,7,7,2,5,7,10,2,3,7,FALSE
22,male,36,35,Black/African American,European/Caucasian-American,TRUE,10,6,6,1,1,9,6,6,7,10,9,5,7,1,10,5,5,3,8,11,3,3,11,6,11,9,5,3,5,11,7,10,1,2,3,FALSE
22,male,39,40,Latino/Hispanic American,Other,FALSE,11,10,6,8,3,6,4,9,2,8,6,9,10,4,8,9,3,10,2,7,3,2,7,11,10,6,4,5,6,5,10,4,2,11,11,TRUE
22,male,40,39,European/Caucasian-American,Black/African American,TRUE,5,10,8,4,1,4,4,4,4,6,7,3,7,7,6,6,1,9,4,11,4,4,10,10,3,10,7,2,10,9,9,6,9,10,8,FALSE
22,female,39,39,Latino/Hispanic American,Other,FALSE,4,5,9,2,9,10,5,10,10,8,7,6,2,2,10,2,8,10,9,10,8,8,7,6,5,1,9,11,5,8,3,2,5,8,8,TRUE
22,female,31,30,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,FALSE,11,8,5,1,3,9,2,3,8,3,8,4,6,3,5,6,6,3,4,10,9,1,1,11,1,6,6,9,4,1,11,7,5,3,5,FALSE
22,male,47,48,Other,Other,FALSE,2,4,6,3,8,3,5,6,2,8,4,8,4,4,4,9,5,1,7,7,1,10,1,6,1,11,9,9,6,2,11,11,6,8,11,FALSE
22,male,23,22,Latino/Hispanic American,Latino/Hispanic American,TRUE,11,10,6,7,6,10,2,6,4,8,3,1,7,6,10,4,7,2,5,5,1,3,8,4,9,8,6,4,6,7,10,8,3,6,2,TRUE
22,female,23,24,Latino/Hispanic American,Latino/Hispanic American,FALSE,1,10,6,10,3,4,4,2,10,1,3,4,7,9,9,1,5,4,10,7,6,1,10,7,4,8,10,2,8,3,8,9,1,1,2,FALSE
22,male,30,30,Asian/Pacific Islander/Asian-American,Other,TRUE,8,3,2,10,9,4,10,5,8,4,10,7,4,4,10,2,4,4,6,10,1,2,1,3,9,10,9,10,8,6,7,6,8,2,5,FALSE
22,male,36,36,European/Caucasian-American,Latino/Hispanic American,FALSE,2,6,4,8,8,4,5,1,3,7,8,9,3,6,5,5,5,2,1,4,5,10,10,6,7,3,6,8,10,1,9,2,7,2,4,FALSE
22,female,39,40,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,TRUE,4,10,1,5,3,6,6,9,6,1,3,1,7,7,10,10,7,10,4,11,1,11,2,10,10,1,9,4,1,8,2,6,8,7,4,FALSE
22,male,25,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,TRUE,10,9,1,7,7,7,6,9,2,3,8,8,9,4,6,7,6,6,5,11,8,7,4,5,8,5,3,5,2,2,6,8,9,6,5,TRUE
22,male,44,44,Black/African American,Latino/Hispanic American,FALSE,5,8,1,2,5,9,9,3,8,3,2,2,4,6,7,8,10,6,6,6,5,1,9,3,11,6,5,4,11,1,5,10,2,2,1,FALSE
22,male,44,44,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,2,10,7,4,2,3,4,5,8,6,5,4,6,3,1,3,10,3,6,2,6,9,7,2,9,10,11,2,1,2,3,1,5,1,7,FALSE
22,male,19,19,Other,Other,FALSE,10,8,1,6,8,8,5,3,1,5,5,4,7,5,9,9,9,1,5,10,4,8,7,1,1,9,5,6,10,8,7,11,2,5,3,FALSE
22,male,38,39,Other,Asian/Pacific Islander/Asian-American,FALSE,9,3,6,5,1,8,6,7,3,7,7,8,10,10,8,2,10,10,3,3,8,1,10,8,7,2,10,1,7,10,5,6,8,11,10,FALSE
22,female,47,46,Black/African American,European/Caucasian-American,TRUE,2,1,2,6,4,1,4,1,2,3,5,2,3,4,5,4,2,9,11,2,9,10,7,1,8,1,8,8,8,5,6,11,4,2,10,FALSE
22,male,18,17,European/Caucasian-American,Other,TRUE,6,3,6,2,4,5,6,5,7,1,9,7,5,7,3,4,7,4,2,10,9,1,5,5,2,7,11,11,3,9,4,1,11,10,8,FALSE
22,male,45,45,European/Caucasian-American,Other,FALSE,7,3,6,7,10,10,2,6,7,3,3,3,1,6,5,6,1,9,7,2,1,2,1,5,10,2,11,1,3,3,7,6,4,10,9,FALSE
22,female,32,31,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,TRUE,6,6,3,8,5,5,7,7,4,8,9,9,6,7,5,10,8,5,1,7,7,2,5,1,9,11,7,5,7,8,7,10,10,6,8,FALSE
22,male,49,48,Asian/Pacific Islander/Asian-American,European/Caucasian-American,FALSE,11,3,8,9,4,8,3,3,8,5,1,5,5,6,9,6,4,7,5,5,4,6,8,9,1,2,2,9,8,4,5,4,8,2,11,TRUE
22,male,18,18,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,FALSE,11,2,4,6,1,8,10,7,3,3,3,8,7,2,7,3,8,3,4,6,10,1,7,5,3,3,11,1,6,7,7,3,7,11,2,FALSE
22,female,22,22,European/Caucasian-American,European/Caucasian-American,FALSE,4,9,7,7,7,2,4,4,9,8,4,5,9,7,2,9,8,3,7,3,11,4,7,9,11,4,2,10,8,10,7,3,1,9,7,FALSE
22,female,45,44,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,FALSE,1,6,4,1,10,3,9,10,5,6,6,1,4,8,5,5,4,8,2,10,8,7,2,11,9,7,7,7,2,10,10,4,7,5,4,TRUE
22,female,46,47,Other,Other,FALSE,2,5,1,9,2,2,5,6,2,3,10,9,9,7,9,2,4,1,11,5,7,9,1,6,1,1,10,7,7,8,8,3,10,7,5,FALSE
22,female,33,33,Latino/Hispanic American,Other,TRUE,10,3,6,6,10,1,9,5,9,5,8,10,6,4,2,6,5,8,8,5,1,10,4,7,4,6,10,5,5,3,11,9,3,4,11,FALSE
22,female,36,37,Latino/Hispanic American,Black/African American,FALSE,10,7,5,4,3,2,10,4,1,1,7,7,5,4,8,3,7,8,9,11,1,3,8,7,10,11,4,4,6,3,1,4,5,2,10,FALSE
22,male,21,20,European/Caucasian-American,Latino/Hispanic American,TRUE,6,7,9,10,5,10,10,6,8,6,8,4,2,5,3,8,6,3,10,4,1,4,1,2,6,7,6,9,7,1,4,1,8,3,5,TRUE
22,female,20,20,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,FALSE,8,4,9,9,8,6,10,3,6,9,6,7,1,9,4,3,1,1,1,10,2,5,2,5,6,3,9,5,9,8,11,4,6,5,11,TRUE
22,female,49,50,Black/African American,Black/African American,FALSE,3,10,8,1,10,1,10,3,1,7,6,5,8,5,2,5,6,9,5,4,10,5,7,2,4,3,10,1,7,2,1,1,8,1,9,FALSE
22,female,34,34,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,7,2,7,2,8,6,6,5,4,8,6,10,6,2,9,4,3,4,4,8,2,2,5,4,10,2,11,9,11,7,3,10,5,4,2,FALSE
22,female,49,48,Black/African American,Asian/Pacific Islander/Asian-American,FALSE,9,2,2,3,2,1,8,5,3,6,3,9,7,5,6,4,9,7,5,6,9,5,6,3,10,5,4,11,1,11,8,10,10,4,2,FALSE
22,male,34,35,Other,European/Caucasian-American,TRUE,4,8,8,1,9,2,5,9,7,5,10,2,6,3,9,2,3,9,9,11,5,10,8,11,10,7,7,5,5,7,7,3,9,2,3,FALSE
22,female,29,28,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,TRUE,11,4,3,2,6,8,5,4,7,6,4,4,10,10,8,8,9,3,3,2,1,1,9,6,10,11,9,9,11,7,3,4,11,9,5,FALSE
22,male,45,44,Latino/Hispanic American,Other,FALSE,7,7,6,2,9,6,3,5,6,7,6,6,7,8,9,3,5,5,1,2,7,7,8,11,1,3,1,11,11,4,4,4,6,6,4,FALSE
22,male,47,47,Other,Black/African American,FALSE,7,3,10,7,4,9,7,9,10,9,7,5,9,10,5,4,10,10,11,2,10,5,1,5,5,7,10,11,11,7,2,9,11,9,10,FALSE
22,female,46,47,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,FALSE,10,9,7,10,3,1,2,4,10,8,3,1,5,10,6,6,8,11,3,6,2,6,11,1,5,8,11,8,4,10,2,6,9,6,10,TRUE
22,male,31,30,Latino/Hispanic American,Latino/Hispanic American,FALSE,9,10,6,6,5,5,3,3,8,5,4,9,1,2,7,9,9,3,4,1,3,9,4,2,3,3,2,10,8,11,5,3,4,2,9,FALSE
22,male,38,37,Black/African American,Other,TRUE,3,9,5,9,5,7,2,7,7,7,6,9,1,4,5,4,9,5,2,3,4,3,5,7,11,11,9,7,7,8,2,7,2,1,3,FALSE
22,male,23,24,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,TRUE,11,7,4,5,4,9,8,7,4,8,1,3,9,5,1,3,7,11,1,1,3,1,9,9,3,1,5,11,4,9,11,11,8,4,1,FALSE
22,female,20,19,Latino/Hispanic American,European/Caucasian-American,FALSE,1,7,2,9,7,9,4,8,7,1,7,4,5,4,9,5,10,2,1,4,3,8,6,1,4,3,4,6,11,7,7,4,5,1,5,FALSE
22,female,45,44,Black/African American,Other,TRUE,8,1,9,10,8,4,10,4,1,8,1,4,2,5,2,9,1,4,8,1,9,2,6,4,3,6,7,9,3,6,1,7,2,8,8,TRUE
22,male,26,27,Other,European/Caucasian-American,TRUE,4,10,7,9,5,4,8,4,3,7,10,10,3,10,7,1,8,2,4,9,4,2,3,11,3,1,5,4,6,5,9,2,6,11,1,TRUE
22,female,22,23,Other,Asian/Pacific Islander/Asian-American,FALSE,2,8,7,2,9,4,8,9,2,2,9,8,1,4,8,5,7,3,2,11,8,10,2,3,3,9,1,5,8,10,10,7,3,1,1,FALSE
22,female,41,42,Other,Latino/Hispanic American,TRUE,5,2,4,9,7,3,8,10,7,2,10,6,6,3,8,4,4,5,10,11,1,4,2,11,7,3,9,1,3,10,1,8,1,5,6,TRUE
22,female,46,47,Other,European/Caucasian-American,FALSE,4,8,5,3,7,8,8,7,9,6,9,2,6,1,1,5,6,9,3,6,6,5,7,5,9,3,8,7,5,7,11,7,6,9,7,TRUE
22,male,34,34,European/Caucasian-American,Black/African American,TRUE,1,11,6,3,8,5,8,3,5,3,9,4,3,4,10,7,10,3,8,8,1,1,5,5,11,7,3,6,10,10,1,6,11,1,8,FALSE
22,female,31,32,Asian/Pacific Islander/Asian-American,Black/African American,TRUE,7,2,2,9,4,7,9,9,9,1,4,1,3,9,7,7,2,10,6,2,5,11,10,10,1,7,10,11,1,2,9,4,8,4,8,TRUE
22,female,38,38,Asian/Pacific Islander/Asian-American,Other,FALSE,4,1,4,7,10,10,2,5,8,8,2,3,7,1,9,7,4,6,8,6,7,3,1,10,8,6,3,7,10,5,7,9,1,8,3,FALSE
22,male,48,48,European/Caucasian-American,Asian/Pacific Islander/Asian-American,TRUE,8,11,4,8,6,6,9,4,1,7,7,4,1,7,3,1,8,4,10,4,1,11,5,11,10,7,3,1,10,8,10,1,3,8,4,FALSE
22,female,20,20,Latino/Hispanic American,Other,TRUE,9,8,4,7,5,9,8,1,2,4,4,8,5,3,8,9,4,4,5,7,9,8,11,2,1,5,7,7,8,6,4,5,6,1,9,FALSE
22,male,45,44,Latino/Hispanic American,Other,TRUE,8,4,7,9,1,3,10,9,6,1,5,3,3,8,8,7,10,11,3,8,11,6,1,5,9,8,2,7,7,6,3,11,10,8,11,FALSE
22,female,18,18,Other,Other,TRUE,1,11,7,8,9,6,1,6,5,2,1,5,5,6,9,4,4,10,6,6,9,3,9,4,8,10,9,8,8,1,5,1,3,11,5,FALSE
22,female,37,37,Black/African American,Black/African American,TRUE,8,10,7,4,2,3,5,2,7,9,10,1,4,1,8,4,4,10,10,1,6,7,8,1,6,2,4,2,2,2,2,11,7,3,11,TRUE
22,female,48,47,Latino/Hispanic American,Black/African American,FALSE,5,6,7,2,6,2,2,7,9,4,6,4,6,10,5,2,10,5,8,8,2,11,4,1,6,5,7,1,7,3,6,10,6,11,9,FALSE
22,female,46,45,Black/African American,Other,FALSE,1,10,2,5,8,3,10,3,4,3,7,2,9,5,5,6,9,11,5,11,2,6,11,1,11,11,8,1,4,7,6,11,9,7,5,FALSE
22,male,38,37,Asian/Pacific Islander/Asian-American,Black/African American,TRUE,9,11,5,2,3,2,5,6,8,8,3,4,2,8,3,10,2,7,5,1,9,5,1,8,10,9,5,8,2,10,1,1,6,10,5,FALSE
22,female,49,50,Black/African American,Asian/Pacific Islander/Asian-American,FALSE,9,10,10,4,5,2,8,8,4,4,10,5,10,3,6,3,7,11,3,9,4,8,11,3,7,4,8,7,9,6,10,6,7,11,9,FALSE
22,male,40,39,Asian/Pacific Islander/Asian-American,Other,TRUE,7,1,2,2,7,10,9,3,3,7,2,3,8,4,10,1,3,4,3,2,6,8,8,9,8,8,4,9,5,5,9,6,2,1,6,FALSE
22,male,18,17,European/Caucasian-American,Black/African American,TRUE,7,9,5,5,4,7,9,5,2,5,10,6,2,7,3,5,4,8,8,11,10,3,5,10,7,3,10,2,7,9,1,11,10,5,3,FALSE
22,female,49,49,European/Caucasian-American,European/Caucasian-American,FALSE,11,11,6,6,5,10,1,6,8,5,7,2,4,6,2,6,1,9,11,10,2,8,1,2,1,6,2,4,4,10,6,7,4,4,5,TRUE
22,female,20,19,Other,Other,TRUE,1,7,3,1,1,3,7,1,8,6,1,5,9,7,7,5,3,9,1,6,4,10,2,9,10,8,3,8,10,7,7,10,5,4,1,FALSE
